DayOfMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
29,3,DL,131,224,1130,808
1,7,9E,224,983,1994,533
15,3,F9,123,260,466,985
8,2,9E,983,131,1130,276
19,2,EV,131,870,1229,1876
27,6,B6,224,870,1130,53
13,1,AA,441,131,1269,1325
14,7,B6,260,870,828,-54
13,1,AS,441,260,68,1207
5,3,MQ,131,260,527,106
13,4,EV,441,260,809,1669
5,2,US,983,870,238,1849
2,5,VX,131,441,975,248
14,7,F9,870,131,452,1869
16,4,HA,131,224,908,892
25,4,US,123,983,266,360
14,3,UA,441,870,680,1213
21,1,AS,983,131,593,1332
20,2,YV,131,870,83,856
12,2,EV,224,441,360,123
30,2,AS,224,131,-44,1306
10,4,OO,441,123,-7,1259
18,2,HA,224,441,959,1878
5,6,DL,131,441,1442,78
2,3,HA,983,224,1011,117
31,1,EV,870,441,1491,1011
12,7,B6,441,260,-22,1098
13,2,VX,260,441,1982,307
28,5,EV,983,870,663,714
18,6,DL,131,870,62,913
11,4,VX,131,983,543,-25
12,3,AS,983,441,867,1953
21,3,VX,983,123,20,1047
11,4,F9,224,260,259,1465
20,7,MQ,131,441,1609,884
14,3,US,131,224,1739,439
5,5,HA,224,441,465,1165
29,5,F9,441,260,1661,494
30,2,US,441,131,177,384
27,2,DL,224,983,1205,1595
15,6,9E,870,983,522,669
6,1,9E,123,224,845,851
1,3,EV,224,441,1852,449
16,6,UA,131,260,653,1487
5,2,HA,870,260,826,32
30,3,WN,870,123,811,730
3,2,YV,260,224,1906,1230
29,2,WN,260,870,1558,71
27,4,US,131,441,1514,57
15,4,AA,131,123,906,1520
18,4,AA,441,123,677,1092
29,3,AS,870,260,1789,581
20,1,F9,870,983,1798,1750
17,1,FL,123,441,454,1510
15,1,FL,870,983,1758,727
9,3,FL,870,123,406,273
15,6,UA,123,441,249,1473
20,2,VX,441,131,1458,79
30,3,F9,260,224,564,492
2,4,AS,224,441,1167,1727
6,1,F9,983,441,730,-86
1,4,OO,131,983,1942,-77
8,2,OO,131,870,1758,1579
20,5,DL,870,123,902,1039
18,7,HA,131,441,100,657
21,3,AA,224,123,495,32
27,5,AS,441,131,1256,259
14,2,FL,123,260,1064,626
19,3,AA,870,441,281,1125
29,4,EV,983,260,1650,165
5,1,9E,983,870,1248,1594
23,2,AA,131,224,347,259
23,5,AS,870,441,1649,1196
19,5,UA,983,131,431,1933
21,4,OO,131,441,636,853
7,1,B6,441,983,-2,1804
24,7,HA,441,123,1598,1595
12,5,HA,123,983,-54,724
9,7,EV,441,983,1160,1129
11,7,DL,131,260,366,1265
24,5,DL,983,870,619,694
30,6,OO,983,260,1843,45
16,2,YV,441,224,1272,1794
30,6,AA,260,870,1126,1192
1,2,US,131,260,1348,171
27,1,US,224,983,1436,579
13,2,B6,131,260,1162,1188
9,4,EV,441,123,1935,873
27,3,HA,983,870,1138,616
26,1,HA,123,983,279,1717
26,4,F9,131,123,679,1293
28,5,AS,870,441,1240,486
27,5,F9,260,123,740,49
23,7,B6,870,260,-84,1173
28,5,EV,123,441,1265,1812
17,7,AS,123,260,-8,1178
11,2,HA,441,224,1073,1033
25,4,B6,131,983,1016,511
4,1,B6,224,983,746,1334
9,2,AS,131,983,902,601
20,3,YV,123,983,107,432
29,6,AA,123,870,333,1471
14,4,FL,123,260,1726,1356
27,2,EV,983,260,1807,439
15,1,YV,123,441,1171,1806
31,2,F9,870,224,956,1388
23,6,US,870,224,1230,1756
3,4,B6,870,123,1339,1860
10,7,UA,870,224,421,1980
27,6,B6,123,870,1234,190
18,4,VX,260,983,1593,877
18,2,OO,131,224,1472,170
27,6,WN,983,224,1683,1301
8,2,EV,131,441,1893,368
15,3,B6,131,260,1723,621
3,5,B6,983,870,1452,1241
22,1,EV,870,441,791,469
26,1,F9,131,441,511,1755
13,5,YV,131,983,701,742
10,5,AS,441,983,1680,1310
1,5,VX,123,131,422,1104
29,5,AA,123,983,-97,1371
28,1,MQ,123,983,1668,1514
23,4,VX,441,983,1462,1682
22,2,OO,131,224,469,670
27,3,WN,131,870,531,1081
5,2,DL,260,441,193,-36
29,4,WN,224,441,456,246
26,4,YV,224,441,1643,636
14,5,YV,870,131,1475,1355
14,5,DL,224,260,1940,869
9,4,UA,441,131,37,55
23,3,B6,131,870,1872,227
24,5,9E,224,441,1804,220
3,2,OO,131,260,219,1179
29,3,DL,131,123,1820,1759
19,6,US,131,870,1624,1345
10,2,AA,260,983,1145,966
16,5,FL,123,441,111,1095
20,1,AS,260,441,1885,237
3,7,9E,224,131,932,442
9,7,9E,131,983,-42,356
30,5,F9,131,224,1729,1414
9,7,MQ,260,224,1886,640
28,1,US,260,131,245,494
27,4,WN,131,224,1469,874
24,6,FL,441,870,763,1313
9,7,B6,123,441,115,586
16,3,OO,870,260,857,1455
13,4,9E,441,260,494,1680
30,7,YV,123,983,1464,1193
31,1,B6,131,441,1349,1668
28,3,US,131,441,1007,993
9,6,VX,260,123,1788,890
19,7,HA,441,260,1282,636
1,6,DL,983,131,178,-52
17,1,YV,870,123,1339,798
9,2,AA,441,983,-3,276
22,7,HA,123,131,398,391
5,4,FL,123,131,354,654
15,6,EV,983,260,1757,1032
23,6,US,260,870,954,563
9,7,AA,260,123,1467,1491
9,7,9E,983,123,628,1704
30,2,VX,123,870,630,1915
18,7,WN,123,224,794,335
9,1,AA,870,441,198,188
9,7,YV,131,441,-24,1938
21,1,AA,224,441,1499,991
11,4,DL,224,441,1909,1858
28,6,EV,870,260,825,-87
27,7,OO,870,441,396,1370
10,4,AA,983,441,271,1396
3,7,YV,131,983,1087,731
2,4,HA,224,131,1124,1497
23,3,OO,123,441,247,1693
5,1,HA,441,224,3,876
3,7,AS,870,260,1946,1740
11,1,US,123,260,75,1560
26,6,YV,123,224,510,854
24,2,OO,123,260,-22,1830
8,6,F9,131,123,-42,605
29,3,B6,441,123,1768,599
3,7,B6,260,131,367,1936
8,1,HA,131,260,1645,1281
22,4,US,260,441,394,462
25,1,FL,983,224,1274,158
5,7,WN,123,983,588,1415
15,2,AA,131,224,446,309
20,4,FL,260,441,-36,1894
1,2,EV,123,260,1062,1604
23,2,HA,441,870,486,1009
14,2,FL,131,870,54,637
20,1,AS,441,870,1324,1615
8,2,B6,123,131,291,1382
17,2,YV,260,131,752,1032
4,7,F9,123,224,1843,1937
22,1,AA,224,260,1391,1067
9,3,YV,224,870,77,327
30,5,FL,441,123,547,19
4,1,MQ,870,131,1721,1235
24,6,US,870,224,842,351
4,2,WN,983,224,719,1438
16,5,OO,224,123,122,1685
30,5,YV,224,260,629,1486
15,6,HA,983,224,1368,1004
5,1,AA,224,983,1049,459
15,4,FL,123,870,1307,800
6,7,FL,983,131,840,254
16,7,HA,870,131,1839,1795
24,4,MQ,983,123,915,1240
8,5,F9,870,131,-80,1611
16,6,AA,123,260,1643,1515
27,1,YV,870,441,1928,885
25,1,WN,123,131,792,443
8,6,EV,983,260,-35,1865
6,6,YV,441,983,-1,1763
28,6,VX,870,224,657,1417
23,6,DL,441,870,189,1476
17,1,AS,441,983,1644,1005
18,5,HA,441,131,231,1275
17,6,UA,441,123,111,354
15,5,AA,870,983,1397,1400
18,6,EV,224,441,738,466
18,1,OO,983,224,759,823
29,3,WN,983,260,1035,123
12,4,OO,123,983,1953,402
18,6,AS,870,441,1751,1407
31,6,EV,260,441,671,1775
13,2,AS,123,260,215,347
4,6,F9,224,983,1932,516
17,6,DL,260,224,1100,1606
30,2,OO,441,131,1320,1620
21,1,AS,870,441,674,157
27,5,US,123,224,1586,1304
26,3,OO,441,260,1723,1775
5,7,AS,983,131,603,964
12,3,AA,224,870,507,1346
31,2,FL,983,870,1068,646
23,6,F9,224,441,560,874
11,5,F9,123,260,1705,966
7,5,AA,983,224,1198,1308
15,5,FL,224,983,1135,397
30,4,F9,123,870,1776,1211
24,5,US,224,123,1110,1841
22,2,YV,983,131,1287,360
29,1,F9,441,870,378,1161
20,7,MQ,123,870,1726,1363
2,5,HA,123,983,809,1038
3,5,YV,224,123,257,1996
16,3,AA,870,224,1378,1528
28,4,UA,224,441,1481,1427
12,3,AS,123,983,1725,258
29,4,WN,224,441,1712,1082
29,4,WN,224,441,471,252
10,4,US,224,260,170,1439
14,6,9E,123,260,1597,616
23,5,F9,131,870,716,661
10,5,OO,260,870,72,1136
10,4,YV,260,131,819,9
5,3,AS,260,123,1835,408
29,3,WN,441,260,634,1914
8,1,B6,441,260,1035,1919
24,3,OO,123,131,1686,956
16,6,B6,441,260,1428,1999
1,7,9E,441,131,567,139
15,6,F9,224,983,1363,568
12,4,UA,123,983,99,1087
21,1,HA,983,131,650,287
18,3,US,131,224,1133,1011
23,3,B6,441,260,1340,488
17,3,UA,123,224,1886,1587
4,2,F9,983,224,1961,805
26,5,B6,260,224,1609,1786
27,2,DL,123,260,1864,1326
12,2,YV,983,441,1301,605
1,6,B6,441,983,810,427
5,6,MQ,260,441,1159,413
3,4,B6,224,260,218,-23
25,4,AA,260,870,704,341
17,5,AA,123,441,1821,387
3,3,DL,983,123,295,407
19,2,FL,131,224,1339,19
28,6,9E,123,224,1324,1342
25,6,MQ,224,131,1968,179
25,1,HA,123,131,684,1054
1,6,B6,224,131,776,1965
16,3,FL,260,441,1700,339
13,4,HA,224,983,832,1569
4,4,B6,123,983,456,1930
23,3,AA,260,983,236,1243
13,3,YV,870,123,1177,1718
14,3,WN,224,131,673,185
31,6,UA,260,870,634,-48
22,1,VX,441,870,1694,248
13,4,B6,123,224,591,165
11,2,VX,983,224,402,853
24,4,9E,260,870,1018,1539
22,5,VX,983,870,1884,1994
25,4,B6,983,224,400,926
8,6,F9,870,260,21,307
27,1,OO,441,123,9,633
22,3,F9,870,131,1140,294
22,7,OO,260,123,1808,727
16,4,9E,983,441,1307,-28
14,1,VX,260,123,1743,1188
15,4,AA,260,870,34,624
28,7,AS,131,441,572,1913
10,6,VX,870,224,1896,348
16,6,OO,131,441,1849,540
13,3,OO,131,123,1447,1344
11,1,DL,260,983,84,425
12,7,DL,260,983,1297,1458
12,3,WN,123,870,1338,131
8,2,AS,441,224,247,168
4,3,FL,260,983,-20,1235
22,7,WN,123,870,1625,992
16,5,DL,123,441,1196,1447
11,5,B6,131,870,1900,309
7,3,OO,441,260,1959,1290
10,3,WN,224,131,726,1935
27,7,HA,441,123,1077,986
19,4,MQ,123,983,276,288
9,1,OO,131,983,1649,759
21,7,AS,983,123,1967,1128
18,3,HA,870,441,1597,1547
17,4,FL,983,131,-24,664
7,6,YV,131,870,997,1676
21,1,HA,131,441,1392,1794
5,6,AS,224,260,1683,1580
21,2,WN,983,123,993,1075
9,6,MQ,441,224,1562,876
7,1,MQ,123,224,1171,1801
14,4,AA,870,131,727,552
1,3,9E,983,224,620,72
26,1,AA,441,870,243,1185
28,1,WN,131,983,1388,269
27,2,MQ,870,441,358,1949
22,7,9E,123,131,1933,269
4,7,US,224,131,1248,1497
24,2,WN,260,441,792,490
7,3,YV,123,224,1572,941
2,4,UA,260,131,362,1196
16,6,MQ,131,870,1037,493
23,3,AS,983,870,-14,42
22,7,AA,260,441,881,936
10,6,UA,131,870,399,868
13,1,VX,260,870,946,1132
10,2,FL,123,224,1697,1199
14,7,AA,260,441,1022,228
16,6,WN,260,870,1262,1630
27,2,9E,260,123,1973,171
20,6,US,983,870,1756,12
21,6,FL,260,123,1716,457
7,6,AS,123,870,1185,236
8,5,F9,123,224,1580,1208
28,6,F9,870,260,967,610
27,3,AS,441,131,713,245
6,4,VX,870,983,819,-16
21,5,MQ,123,131,264,1794
23,7,FL,224,983,103,1542
20,3,F9,131,870,264,1407
4,1,WN,224,131,1758,1924
23,2,HA,123,224,990,1079
13,2,WN,441,870,746,782
24,6,HA,260,983,1613,638
1,3,9E,870,224,864,1747
19,6,YV,224,983,251,-58
28,3,VX,870,224,769,1470
24,5,9E,441,870,199,290
2,3,MQ,131,123,1828,1351
31,7,AA,131,441,-79,938
13,3,VX,131,260,1419,441
19,2,9E,131,123,595,1963
29,4,F9,870,983,267,1199
14,2,9E,441,131,378,1183
16,7,9E,123,224,1376,1661
20,7,9E,983,260,1182,1684
24,4,F9,224,983,1702,117
2,2,FL,224,260,46,1826
23,4,WN,983,224,375,1927
12,6,OO,123,870,1774,1919
28,2,B6,123,441,1331,283
6,7,FL,224,983,1983,1017
19,2,DL,131,441,639,1605
25,4,B6,123,224,1246,6
22,1,VX,983,441,1430,334
5,1,EV,260,983,1785,1865
31,3,DL,870,441,1249,79
31,4,US,441,131,429,765
26,6,AS,260,123,1223,127
18,5,VX,441,123,279,1533
8,7,VX,983,224,265,-16
6,4,VX,260,224,1067,531
16,7,WN,123,983,1170,437
4,7,UA,983,441,1999,718
29,4,OO,870,260,999,1632
26,3,FL,123,870,1678,1644
17,3,YV,123,260,818,535
21,6,EV,870,131,1090,1817
30,7,OO,870,123,1130,508
29,3,MQ,224,441,1651,1110
18,1,AA,131,123,340,1991
4,4,9E,870,260,1355,943
25,5,DL,131,123,366,1795
27,4,AA,224,260,241,1604
11,5,YV,441,983,1742,985
7,2,EV,983,224,962,335
1,1,VX,870,131,377,-46
16,4,VX,224,441,1893,1140
12,6,VX,131,260,1139,258
1,2,B6,224,260,-35,670
7,4,F9,260,123,890,1684
28,7,HA,260,441,252,1132
5,4,WN,260,870,-11,377
24,6,YV,224,260,1886,1831
19,2,HA,123,870,1107,1504
1,1,WN,123,983,1602,1930
20,6,AS,441,131,51,1896
17,5,OO,870,260,849,148
14,5,US,131,123,160,997
29,4,B6,441,870,1926,1320
14,1,FL,870,441,1079,687
15,2,MQ,870,983,1289,1818
24,6,VX,224,983,1607,1375
26,7,FL,260,870,748,1056
3,6,OO,441,260,428,609
20,4,B6,224,260,1603,1922
7,5,AA,983,224,-26,1369
22,2,FL,983,260,1962,30
11,4,B6,260,123,828,394
16,3,US,131,224,1355,91
9,2,B6,260,131,106,1693
31,7,B6,260,870,333,317
2,5,B6,260,131,584,383
30,3,FL,260,224,1096,1708
16,6,B6,260,131,531,1389
4,7,HA,983,224,1698,1602
8,7,OO,260,123,1298,1074
3,3,UA,131,224,1599,1377
8,2,WN,441,260,834,465
14,4,YV,260,870,1381,21
25,1,EV,870,224,247,1285
25,2,WN,983,870,151,1510
22,6,F9,260,123,136,1111
29,6,AS,870,260,1184,1309
29,5,F9,123,983,1554,1727
29,5,YV,441,224,1314,1556
29,3,EV,260,224,51,1270
24,6,F9,870,441,1062,775
18,3,US,123,131,555,-5
19,3,MQ,123,131,1144,1631
24,1,UA,131,123,963,1978
2,7,B6,983,123,1738,1120
1,4,US,131,441,867,857
10,6,F9,983,260,1446,914
17,5,HA,123,983,1379,1760
23,4,WN,123,224,235,277
29,2,OO,123,870,779,1727
22,5,VX,123,983,1517,980
21,4,YV,131,870,1905,1607
5,5,F9,260,224,1885,1774
17,7,B6,224,441,770,1765
24,2,UA,870,123,386,1573
12,5,AS,123,260,64,527
10,3,AS,123,983,1104,1890
5,7,WN,123,224,99,1149
6,7,OO,983,224,-92,401
3,7,AA,131,983,1610,1870
19,4,US,131,983,1445,1846
27,5,F9,260,441,467,1967
25,4,YV,441,870,510,1232
22,5,WN,123,131,1486,853
18,1,YV,870,983,1036,262
23,1,AS,260,224,407,248
18,5,AA,224,131,675,1849
4,6,FL,131,123,-23,1026
8,7,YV,260,224,246,1212
2,4,DL,870,131,1292,1690
1,7,US,224,870,1464,953
4,5,FL,123,260,1068,489
25,1,F9,224,983,1156,1568
2,5,US,441,224,643,11
10,4,B6,441,123,1210,483
9,4,B6,870,983,112,729
19,2,OO,224,131,1983,1966
9,1,US,870,123,1803,1567
1,4,MQ,123,870,-24,1002
22,1,MQ,131,260,414,1147
15,1,HA,131,870,483,1429
26,2,WN,131,224,1750,71
31,7,AS,123,870,585,-98
9,5,9E,123,870,1457,1339
7,5,AS,260,441,86,561
19,1,AS,441,131,267,1519
27,2,9E,441,123,1669,763
31,7,US,131,260,1303,970
15,3,MQ,260,441,1217,1299
31,5,US,224,870,-35,447
20,4,DL,441,123,-61,610
29,6,OO,870,131,1508,232
21,1,DL,260,441,1723,405
27,5,UA,983,870,1484,625
1,1,YV,260,441,1417,690
8,6,DL,870,123,1051,1365
27,5,AS,224,123,805,859
2,3,OO,870,983,756,-71
13,1,9E,224,441,1949,1923
7,6,FL,224,131,167,425
5,3,MQ,441,123,1023,685
1,6,9E,260,441,1759,-92
22,6,AA,870,441,1223,1671
9,1,YV,260,870,1929,1380
29,6,MQ,131,123,92,1038
15,3,DL,870,131,1505,697
29,5,DL,983,123,824,1635
7,2,US,123,224,1173,157
4,1,OO,441,260,1669,-2
30,3,9E,131,441,912,341
31,3,AA,870,224,1266,869
20,4,B6,123,131,1728,411
30,1,VX,123,260,1183,166
2,7,YV,260,224,124,1134
14,1,B6,131,441,128,113
13,1,WN,983,870,854,-57
15,7,WN,870,260,314,1291
26,1,YV,441,260,1244,688
1,5,EV,123,260,693,416
9,3,WN,441,131,1871,1721
5,7,AA,224,260,147,422
14,5,UA,983,131,1174,496
10,5,US,224,870,1092,1410
19,6,F9,123,131,134,872
28,1,WN,131,260,1308,700
30,2,EV,224,441,1298,675
23,6,YV,441,870,1256,1274
14,3,FL,131,983,329,1760
16,2,DL,260,123,813,843
7,2,OO,870,131,1257,1439
6,7,DL,224,870,1386,-60
1,5,B6,123,983,483,1090
21,5,UA,870,224,79,21
10,2,MQ,224,260,973,613
8,2,HA,983,131,-12,621
30,1,DL,260,983,462,1452
11,2,AS,441,123,1768,883
22,2,WN,983,260,167,385
26,2,HA,224,260,1449,1432
14,6,MQ,983,131,89,674
10,7,F9,260,131,1242,912
26,3,F9,123,441,1981,1902
3,7,OO,224,441,165,585
25,6,UA,131,870,1942,1801
23,3,OO,224,983,1926,1840
13,6,AA,983,131,748,799
28,2,VX,224,870,795,1153
19,2,UA,870,260,942,247
10,4,UA,224,123,842,68
20,3,WN,870,131,1747,1815
12,7,OO,870,260,1198,1018
6,4,MQ,870,123,987,210
10,7,EV,983,123,1032,832
3,3,AA,123,260,720,1267
11,3,AS,224,441,1024,680
5,7,9E,441,131,-66,1126
26,4,VX,983,260,-52,1833
25,2,VX,441,131,832,829
7,4,MQ,441,260,1819,1789
11,7,HA,983,123,1656,1610
15,7,DL,224,870,1434,469
10,6,DL,131,224,1947,1352
14,4,VX,983,224,1127,1235
19,7,AA,131,123,469,529
21,7,VX,983,131,1461,736
18,4,HA,870,123,1844,344
31,4,AS,983,131,281,602
18,2,AA,123,441,1901,9
3,4,AS,224,260,743,854
17,1,YV,983,441,135,1409
6,3,WN,131,123,1501,543
18,4,OO,123,224,181,1493
5,7,HA,260,224,1168,1670
22,4,FL,260,441,1171,731
22,4,9E,131,441,726,-70
3,7,VX,224,870,911,1247
15,4,AA,131,870,273,1079
12,6,AS,441,870,1501,617
6,5,WN,870,224,1775,1475
23,5,B6,441,224,1511,78
9,6,AS,224,260,173,789
25,5,B6,870,260,1410,213
17,7,US,260,123,1579,1747
7,5,AA,224,983,1793,9
23,6,YV,123,441,1461,1307
28,2,VX,441,870,54,-57
23,2,US,983,123,1801,1885
3,5,MQ,870,123,1692,474
27,2,FL,870,983,-27,311
4,5,VX,224,983,589,217
22,3,F9,441,123,1704,1366
23,1,HA,224,260,1710,95
26,5,B6,260,441,1499,1162
20,1,AA,870,123,1445,726
30,2,HA,224,983,274,-35
1,3,HA,870,123,158,803
6,6,FL,123,441,80,1602
27,3,US,131,123,676,748
31,4,B6,131,870,851,775
11,2,DL,123,983,1547,1195
7,4,MQ,123,870,170,1040
12,1,EV,441,131,795,1583
16,1,FL,983,131,931,288
21,6,VX,131,983,444,1260
25,6,US,224,441,1874,176
20,5,YV,983,123,1466,1993
8,5,DL,441,260,852,-14
10,2,WN,131,123,897,225
12,4,AS,123,224,727,521
21,1,MQ,870,224,1717,1246
11,6,AA,224,983,1599,1081
8,7,US,260,123,1303,892
2,6,MQ,224,131,811,1462
6,4,DL,131,983,164,1913
2,6,F9,123,224,736,414
19,5,HA,123,224,867,1978
24,4,AS,123,870,572,709
6,5,MQ,224,870,1141,1068
31,6,HA,131,870,1013,1870
13,4,FL,123,983,1828,1707
20,6,WN,870,131,538,1874
14,7,EV,123,870,1129,525
6,3,VX,131,441,1799,1152
13,5,OO,870,983,194,1264
16,2,F9,224,441,676,-83
24,6,UA,123,131,1912,1557
24,3,VX,870,260,1905,1160
3,4,AA,441,131,409,1476
7,7,WN,131,224,945,1327
16,6,UA,131,441,136,1478
8,2,OO,870,441,41,1380
22,1,F9,441,260,970,1765
9,2,FL,441,224,-50,378
21,6,VX,260,123,1528,229
29,4,FL,131,224,1648,935
17,5,VX,441,983,1161,1585
28,1,B6,260,441,1310,484
7,6,VX,983,441,1161,-74
1,1,EV,224,870,1611,1607
24,4,FL,441,983,622,1434
5,2,OO,224,441,645,1958
19,7,HA,123,870,660,723
6,7,HA,123,441,962,1574
30,5,B6,870,441,580,226
13,1,9E,983,123,163,1301
8,4,OO,123,131,312,-62
25,1,AA,123,983,296,764
13,5,9E,131,123,1890,1838
20,4,US,260,983,1418,1305
31,3,VX,983,224,1450,134
26,1,DL,983,260,1771,1545
1,5,B6,441,224,1044,918
20,6,OO,983,870,1592,669
31,7,US,123,441,-32,1375
26,6,US,260,123,1719,856
13,6,EV,131,870,1326,1652
28,6,B6,870,441,1476,1103
23,2,AA,131,224,423,1939
10,7,YV,260,123,588,1727
22,5,MQ,123,870,896,766
23,1,B6,224,441,1681,19
29,4,9E,224,983,802,955
31,6,B6,441,870,456,1915
11,7,MQ,123,441,164,1305
24,6,VX,870,441,1689,855
4,3,EV,224,983,356,265
19,2,B6,983,441,1406,421
31,4,DL,260,983,1173,153
7,7,VX,131,260,1635,1209
26,6,F9,260,983,809,336
18,7,YV,870,123,1194,492
27,2,OO,260,983,1766,503
5,6,AA,131,983,1211,1165
4,3,OO,131,441,783,1927
31,4,AA,983,441,1264,525
7,7,MQ,260,441,115,633
24,4,AS,260,870,552,-12
11,4,OO,131,870,1326,1503
17,6,AS,870,123,1056,699
13,1,F9,441,131,1224,121
10,4,FL,260,441,463,1709
10,2,HA,441,870,793,701
1,3,B6,441,260,504,1442
27,2,AA,870,441,293,1356
31,1,B6,870,224,1286,1676
24,4,MQ,224,441,39,386
16,3,FL,224,870,1437,267
28,7,VX,260,870,1027,1723
4,1,EV,983,123,399,1903
30,5,MQ,441,260,-6,1864
24,1,FL,983,441,1472,1883
14,3,F9,441,260,307,1232
30,7,FL,123,441,1560,-20
27,5,OO,870,131,161,408
31,6,B6,260,224,640,637
15,7,US,123,131,403,60
7,6,FL,224,131,259,951
3,1,AS,260,123,1389,602
1,2,AS,870,441,89,1101
15,2,OO,441,131,1181,1342
17,2,B6,131,260,83,871
5,3,HA,123,224,449,784
9,2,WN,131,983,204,944
21,2,VX,983,870,1768,241
14,6,F9,983,441,734,189
9,6,HA,441,260,1424,1994
14,7,F9,131,224,1195,1676
31,5,MQ,870,123,217,1006
4,6,WN,123,131,170,1249
12,3,9E,441,123,499,824
4,4,MQ,983,123,1450,330
6,5,AS,260,123,1905,291
23,5,AS,131,983,1010,305
11,7,VX,123,224,640,1313
22,7,VX,260,441,1853,422
22,5,F9,983,123,417,484
24,3,AA,870,131,1416,920
14,6,YV,441,131,649,1697
17,3,9E,983,870,1652,837
28,1,AS,983,441,1565,1180
21,1,EV,260,123,883,283
2,1,AS,224,131,1918,-57
17,6,F9,870,441,1864,1939
22,5,B6,131,441,1560,-44
30,7,DL,131,224,1640,1313
22,7,AA,224,441,1737,590
29,2,FL,441,131,207,1403
17,3,AA,260,224,1631,1929
12,1,US,870,224,923,382
16,3,9E,983,260,772,-91
19,4,HA,441,260,1148,45
28,4,AA,870,131,1357,-76
11,3,UA,131,870,338,-79
6,4,UA,983,441,-64,315
7,1,F9,870,260,1582,407
5,7,9E,870,123,826,1827
10,3,WN,870,983,646,1003
22,7,YV,123,870,562,472
14,1,UA,983,441,712,353
2,2,VX,224,983,1624,1256
22,2,OO,123,224,988,386
18,4,F9,870,260,1230,1537
30,6,VX,131,441,438,349
5,2,UA,123,260,1948,-45
8,1,US,260,441,1659,-68
10,3,OO,870,260,238,1656
5,6,FL,224,131,921,1051
28,3,MQ,260,123,1657,712
26,7,B6,870,441,1957,642
21,6,F9,224,131,839,393
2,3,HA,224,870,498,1646
7,1,AA,123,131,1457,1568
23,6,MQ,131,983,808,1276
2,5,WN,870,260,111,1146
12,3,UA,123,983,1612,911
6,1,DL,983,123,113,1217
16,3,B6,224,983,1664,657
12,3,AS,983,870,356,296
22,5,F9,441,123,1256,1376
24,7,UA,441,983,875,1030
13,1,B6,224,131,434,392
31,6,HA,123,131,690,1725
31,5,US,123,260,1134,1842
18,6,F9,260,224,79,423
18,6,9E,224,870,1322,1399
23,1,WN,870,441,177,1877
30,5,DL,870,131,583,1022
10,1,AA,441,224,679,1528
18,7,EV,870,441,577,1693
13,5,VX,260,131,1541,1012
1,2,HA,224,260,-64,2000
23,6,9E,870,131,1142,802
9,5,B6,983,441,600,817
8,3,AA,123,131,506,1037
28,7,AA,224,983,919,760
1,6,UA,131,123,1411,1229
29,5,9E,123,441,447,1572
11,1,DL,131,983,1356,798
6,3,DL,441,983,335,1464
28,6,HA,441,983,1711,803
7,5,VX,983,260,537,1727
24,4,UA,224,441,507,1862
6,4,FL,123,870,621,673
31,6,FL,131,870,1055,-14
29,2,VX,983,224,669,184
14,2,YV,224,123,1548,310
5,6,DL,441,131,308,1447
4,7,DL,870,123,79,441
9,2,DL,224,123,-62,335
27,3,EV,131,441,728,470
29,4,FL,870,131,1159,1258
8,1,9E,870,224,404,-14
4,5,AS,260,123,320,1995
5,1,MQ,260,870,-2,828
5,3,AS,870,260,825,1475
27,1,OO,441,260,594,351
31,3,UA,224,123,212,1266
30,1,AA,123,983,518,629
11,5,FL,870,131,1641,515
10,5,AS,441,260,1326,325
22,3,9E,983,870,212,-92
25,6,F9,260,224,1211,505
24,7,OO,870,260,175,363
31,6,9E,131,870,492,270
6,7,VX,983,224,1344,1207
16,6,WN,870,260,1265,466
30,2,VX,260,441,1614,1936
16,5,MQ,131,260,1475,242
14,5,MQ,131,441,257,863
7,7,DL,983,123,1384,1841
2,3,UA,224,123,470,1107
27,7,WN,870,224,893,763
2,6,F9,260,224,380,486
1,6,WN,870,441,1422,121
22,5,EV,441,123,1853,547
12,2,EV,123,224,903,215
27,7,WN,123,131,513,647
5,6,AS,870,441,1825,1585
15,7,DL,441,983,1074,355
29,6,AA,224,123,610,1961
13,7,WN,224,123,1760,956
10,6,MQ,131,260,1635,542
17,4,F9,983,123,767,1540
8,4,FL,131,123,216,1818
21,6,VX,870,983,1458,575
21,4,HA,123,983,1005,344
12,5,US,123,260,14,881
18,1,EV,983,224,767,-56
7,5,HA,260,983,32,884
19,5,AA,983,123,1881,87
3,3,DL,123,983,1360,1056
7,3,VX,870,131,1357,430
4,3,WN,441,260,1962,313
1,5,VX,131,224,1853,53
5,6,YV,983,224,222,282
29,2,F9,441,224,559,1954
20,6,US,131,441,1732,437
12,5,WN,983,260,63,1487
20,5,EV,224,260,524,1937
5,7,AS,123,260,257,1943
11,2,AS,123,870,561,179
12,3,EV,983,131,191,633
9,4,9E,441,870,1710,475
16,1,UA,123,131,1074,1542
30,6,F9,870,131,1705,1402
31,3,UA,131,260,241,1592
9,6,AA,131,870,133,902
1,2,B6,441,131,1090,1439
13,7,EV,224,131,813,1490
22,1,UA,260,870,1808,1818
29,7,YV,441,131,346,251
4,4,WN,224,441,717,1544
11,3,OO,983,123,770,1850
15,1,F9,123,983,1824,496
11,5,AA,441,224,1457,155
26,4,OO,260,983,774,121
31,7,WN,224,123,1005,932
3,2,EV,441,224,1021,1559
28,6,YV,123,983,1619,776
